skintype,skin_condition,product_type,product_name,brand,notable_effects,picture_src
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles',)",Serum,The Face Shop Yehwadam Hgg Rejuvenating Serum 19R,THE FACE SHOP,"('anti-aging',)",https://cdn.eraspace.com/pub/media/catalog/product/y/e/yehwadam-hgg-rejuvenating-serum.19r-3.jpg
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'redness')",Toner,The Face Shop White Seed Brightening Toner,THE FACE SHOP,"('soothing', 'brightening')",https://cdn.eraspace.com/pub/media/catalog/product/w/h/white-seed-brightening-toner-3.jpg
"Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,The Face Shop Yehwadam Artemisia Soothing Moisturizing Emulsion,THE FACE SHOP,"('soothing', 'moisturizing')",https://cdn.eraspace.com/pub/media/catalog/product/y/e/yehwadam_artemisia_soothing_moisturizing_emulsion_4.jpg
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin', 'pigmentation', 'acne')",Serum,TISHA [TISHA] AC7 SPOT SERUM PHYTOSILICA Injection 4ml ,TISHA,"('moisturizing', 'acne-free', 'brightening')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/fccb486a7b2db91c1c05e6750d34d470.jpg
"Normal, Dry, Oily, Combination, Sensitive","('sun damage',)",Sunscreen,TRILOGY Rosehip Multishield Moisturizer SPF15 ,TRILOGY,"('uv-protection',)",https://cnfstore.com/pub/media/catalog/product/cache/2a62a76a24179803c442e74cd57fe434/c/f/cf013720.jpg
"Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,TRILOGY Certified Organic Rosehip Oil ,TRILOGY,"('hydrating', 'soothing')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/4/6/9/7/24697-large_default.jpg
"Oily, Sensitive","('wrinkles',)",Moisturizer,TRILOGY Rosehip Oil Antioxidant,TRILOGY ,"('anti-aging',)",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/4/6/9/6/24696-large_default.jpg
"Normal, Dry, Oily, Combination, Sensitive","('acne', 'enlarged pores', 'oily skin')",Toner,True To Skin Mugwort Cica - Soothing & Hydrating Essence Toner,TRUE TO SKIN,"('acne-free', 'oil-control', 'pore-care')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/89d55b22-a4c6-47b4-848e-a2e68d8b882e-image-0-1631275277519"
"Normal, Dry","('dry and dehydrated skin',)",Moisturizer,True To Skin Mugwort Tripeptide Gel Cream ,TRUE TO SKIN,"('moisturizing',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/25dde7bd-840e-4ea5-9674-ec9b9a29f742-image-0-1631275327028"
"Normal, Dry, Oily, Combination, Sensitive","('pigmentation', 'redness')",Toner,Tulus Hyalutonic,TULUS,"('soothing', 'brightening')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/b17bffbf-1f87-47bf-80d1-3407e26826af-image-0-1635408225404"
Oily,"('sun damage', 'pigmentation')",Sunscreen,VOTRE PEAU SunShield / SunBlock SPF50,VOTRE PEAU,"('brightening', 'uv-protection')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Votre_Peau_SunShield__SunBlock_SPF50.png
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles',)",Moisturizer,Votre Peau Retinol Barrier Cream,VOTRE PEAU,"('anti-aging',)","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/52e61c06-edee-4ba8-b15a-88e941e8d60d-image-0-1616645033315"
Oily,"('wrinkles',)",Moisturizer,VOTRE PEAU Skin Booster Collagen Night Cream,VOTRE PEAU,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Skin_Booster_Collagen_Night_Cream-removebg-preview.png
Dry,"('wrinkles', 'pigmentation')",Moisturizer,VOTRE PEAU Retinol Barrier Cream,VOTRE PEAU,"('brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Retinol_Barrier_Cream.png
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,VOTRE PEAU Serum Retinol Concentrate,VOTRE PEAU,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/serum_retinol_votre.png
Dry,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum,VOTRE PEAU Maharis Clinic Vit.C Serum 30ml (Blue Bottle),VOTRE PEAU,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/WhatsApp_Image_2021-02-03_at_16.55.58aaaaaaaaaa.jpg
Dry,"('wrinkles',)",Face Wash,Votre Peau Herbal Lavender Facial Cleanser,VOTRE PEAU,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Facial_Cleanser_Herbal_Lavender.webp
"Normal, Dry, Oily, Combination, Sensitive","('wrinkles', 'pigmentation', 'enlarged pores')",Serum,VOTRE PEAU Vitamin C Serum,VOTRE PEAU,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Vitamin_C_Serum.png
"Oily, Combination, Sensitive","('acne', 'enlarged pores', 'oily skin')",Sunscreen,Votre Peau Facial Sun Shield SPF 50,VOTRE PEAU,"('acne-free', 'oil-control', 'pore-care')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/3/4/3/0/6/34306-large_default.jpg
Dry,"('wrinkles', 'pigmentation')",Serum,VOTRE PEAU Saharan Snow Drop,VOTRE PEAU,"('brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/Saharan_2000x2000-02.png
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin',)",Serum,VOTRE PEAU Serum Peptide Concentrate,VOTRE PEAU,"('hydrating', 'moisturizing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/serum_peptide_votre.png
Oily,"('wrinkles', 'pigmentation', 'enlarged pores')",Serum, VOTRE PEAU Niacinamide Booster Ampoule ,VOTRE PEAU,"('pore-care', 'brightening', 'anti-aging')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/niacinamide_votre.png
"Normal, Dry, Oily, Combination, Sensitive","('dry and dehydrated skin', 'redness')",Toner,VT Cosmetics Cica Skin ,VT COSMETICS,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/1dc1521a-9510-4770-aa69-beb309a2f6ea-image-0-1613547552835"
"Oily, Sensitive","('dry and dehydrated skin', 'redness')",Moisturizer,VT Cosmetics Cica Cream,VT COSMETICS,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/efd5e55f-effd-41b6-8319-76c68b649b8c-image-0-1613547603789"
"Normal, Dry","('dry and dehydrated skin', 'redness')",Moisturizer,VT Cosmetics Cica Smoother ,VT COSMETICS,"('soothing', 'moisturizing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/fa187993-950c-4613-baf8-4f04e3362956-image-0-1613547829297"
"Normal, Dry","('dry and dehydrated skin', 'redness')",Moisturizer,Wardah Aloe Hydramild Moisturizer Cream,WARDAH,"('hydrating', 'soothing')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/1/6/5/8/8/16588-large_default.jpg
"Normal, Dry","('wrinkles', 'sun damage')",Moisturizer,Wardah Renew You Anti Aging Day Cream ,WARDAH,"('anti-aging', 'uv-protection')",https://s3-ap-southeast-1.amazonaws.com/img-sociolla/img/p/2/1/9/4/7/21947-large_default.jpg
"Dry, Sensitive","('dry and dehydrated skin', 'redness')",Toner,Wardah Hydra Rose Petal Infused Toner ,WARDAH,"('hydrating', 'soothing')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/43473974811-1598580041712.png"
"Normal, Dry, Oily, Combination, Sensitive","('sun damage', 'pigmentation')",Moisturizer,Wardah Lightening Face Mist ,WARDAH,"('brightening', 'uv-protection')","https://www.soco.id/cdn-cgi/image/w=73,format=auto,dpr=1.45/https://images.soco.id/42c36659-7915-4965-824d-6191aa8b8b30-79120906978-1613013507233.png"
Oily,"('wrinkles',)",Toner,WARDAH Acnederm Pore Refining Toner 100ml Rp 30.000 Rp 28.500 (6),WARDAH ,"('anti-aging',)",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/jual_Wardah_Acnederm_Pore_Refining_Toner.jpg
"Normal, Dry","('redness', 'skin imbalance')",Face Wash,Wardah Lightening Micellar Gentle Wash,WARDAH,"('soothing', 'balancing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1-1602749574.jpg
"Normal, Dry, Oily, Sensitive","('enlarged pores', 'impaired skin barrier')",Face Wash,Wardah Nature Daily Mineral Facial Foam,WARDAH,"('pore-care', 'skin-barrier')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1573552098.jpg
Dry,"('acne', 'enlarged pores', 'oily skin')",Face Wash,Wardah Lightening Whip Facial Foam,WARDAH,"('acne-free', 'oil-control', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1-1602750174.jpg
"Normal, Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Face Wash,Wardah C Defense Energizing Whip Foam,WARDAH,"('acne-free', 'oil-control', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1615956117.jpg
"Normal, Dry, Oily, Sensitive","('acne', 'enlarged pores', 'oily skin')",Face Wash,Wardah Lightening Cleansing Milk,WARDAH,"('acne-free', 'oil-control', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1-1602744442.jpg
Dry,"('dry and dehydrated skin', 'pigmentation')",Face Wash,Perfect Bright Creamy Foam Brightening Smoothing,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572512264.png
Dry,"('acne', 'enlarged pores', 'oily skin')",Face Wash,Wardah Lightening Gentle Wash,WARDAH,"('acne-free', 'oil-control', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1-1602749620.jpg
"Normal, Dry, Combination","('dry and dehydrated skin', 'oily skin')",Face Wash,Renew You Anti Aging Facial Wash,WARDAH,"('hydrating', 'moisturizing', 'oil-control')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572514280.png
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin',)",Face Wash,Wardah Nature Daily Aloe Hydramild Facial Wash,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572513303.jpg
Oily,"('redness', 'skin imbalance')",Face Wash,Wardah Nature Daily Seaweed Balancing Facial Wash,WARDAH,"('soothing', 'balancing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572514084.jpg
"Normal, Dry, Oily, Sensitive","('dry and dehydrated skin',)",Face Wash,Wardah Hydra Rose Gel to Foam Cleanser,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1-1603259645.jpg
"Normal, Dry","('dry and dehydrated skin', 'pigmentation')",Serum,Wardah Crystal Secret Pure Treatment Essence,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1645417933.webp
"Oily, Combination","('acne', 'enlarged pores', 'oily skin')",Serum,Wardah Acnederm Acne Care Serum,WARDAH,"('acne-free', 'oil-control', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645710704.webp
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'pigmentation')",Serum,Wardah Crystal Secret Dark Spot & Brightening Serum,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645418101.webp
"Oily, Combination, Sensitive","('redness', 'skin imbalance')",Toner,Wardah Nature Daily Hydramild Toner Essence,WARDAH,"('soothing', 'balancing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1644828592.png
Oily,"('enlarged pores', 'dull skin')",Face Wash,Wardah Crystal Secret Micellar Cleansing Gel,WARDAH,"('refreshing', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645419024.webp
"Normal, Dry","('dry and dehydrated skin', 'pigmentation')",Moisturizer,Wardah Crystal Secret Bright Activating Night Cream,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1645418551.webp
"Normal, Dry","('dry and dehydrated skin', 'pigmentation')",Moisturizer,Wardah Crystal Secret Brightening Day Cream,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1645418604.webp
"Oily, Combination","('dry and dehydrated skin', 'pigmentation', 'enlarged pores')",Face Wash,Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA,WARDAH,"('moisturizing', 'pore-care', 'brightening')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645418890.webp
"Normal, Oily","('dry and dehydrated skin', 'pigmentation')",Moisturizer,Wardah Crystal Secret Refreshing Day Gel,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://api.watsons.co.id/medias/zoom-front-22495.jpg?context=bWFzdGVyfGltYWdlc3wyNjMzM3xpbWFnZS9qcGVnfGhjNi9oNGYvMTAxOTQ5OTE3NDMwMDYvV1RDSUQtMjI0OTUtZnJvbnQuanBnfDFhZTY4NzA2OTYyYzYwZGNiOGJjZTExYTEwOWZhZjE0YWQ2NjAyZjU1ZTU1OWZmMzdlNGY4YWI1YTc4MThlZDY
"Normal, Oily","('sun damage', 'pigmentation')",Sunscreen,Wardah UV Shield Essential Sunscreen Gel SPF 30 PA+++,WARDAH,"('brightening', 'uv-protection')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648122394.webp
"Normal, Dry","('dry and dehydrated skin', 'redness')",Sunscreen,Wardah UV Shield Aqua Fresh Essence SPF 50 PA++++,WARDAH,"('hydrating', 'soothing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648122403.webp
"Oily, Combination","('sun damage',)",Sunscreen,Wardah UV Shield Light Matte Sun Stick SPF 50 PA++++,WARDAH,"('uv-protection',)",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648122417.webp
"Normal, Dry, Oily, Combination","('sun damage',)",Sunscreen,Wardah UV Shield Active Protection Serum SPF 50 PA++++,WARDAH,"('uv-protection',)",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648122409.webp
"Normal, Dry, Combination","('wrinkles', 'pigmentation')",Serum,Wardah Renew You Treatment Essence,WARDAH,"('brightening', 'anti-aging')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1603206753.png
"Normal, Dry, Combination","('wrinkles', 'pigmentation')",Moisturizer,Wardah Renew You Anti Aging Day Cream,WARDAH,"('brightening', 'anti-aging')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1603204851.png
"Normal, Dry, Combination","('wrinkles', 'pigmentation')",Serum,Wardah Renew You Anti Aging intensive Serum,WARDAH,"('brightening', 'anti-aging')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572514730.png
"Normal, Dry, Combination","('wrinkles', 'pigmentation')",Moisturizer,Wardah Renew You Anti Aging Night Cream,WARDAH,"('brightening', 'anti-aging')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1603205534.png
"Normal, Dry, Combination","('wrinkles', 'pigmentation')",Face Wash,Wardah Renew You Anti Aging Facial Wash,WARDAH,"('brightening', 'anti-aging')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572514280.png
Oily,"('acne', 'impaired skin barrier')",Serum,Wardah Acnederm Acne Care Serum,WARDAH,"('acne-free', 'skin-barrier')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645710704.webp
Oily,"('acne', 'enlarged pores')",Toner,Wardah Acnederm Pure Refining Toner,WARDAH,"('acne-free', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648519378.webp
Oily,"('acne', 'enlarged pores')",Face Wash,Wardah Acnederm Pure Foaming Cleanser,WARDAH,"('acne-free', 'pore-care')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648519363.webp
Oily,"('dry and dehydrated skin', 'pigmentation', 'acne')",Moisturizer,Wardah Acnederm Night Treatment Moisturizer,WARDAH,"('hydrating', 'acne-free', 'brightening')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648519416.webp
"Normal, Dry, Oily, Combination","('acne', 'impaired skin barrier')",Moisturizer,Wardah Acnederm Day Moisturizer,WARDAH,"('acne-free', 'skin-barrier')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1648519400.webp
Dry,"('dry and dehydrated skin',)",Serum,Wardah Hydra Rose Micro Gel Serum,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645420420.webp
Dry,"('dry and dehydrated skin',)",Moisturizer,Wardah Hydra Rose Moisture Rich Night Gel,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1645420359.webp
Dry,"('dry and dehydrated skin',)",Moisturizer,Wardah Hydra Rose Dewy Aqua Day Gel,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1645420335.webp
Dry,"('dry and dehydrated skin', 'redness')",Toner,Wardah Hydra Rose Petal Infused Toner,WARDAH,"('hydrating', 'soothing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645420429.webp
Dry,"('dry and dehydrated skin',)",Face Wash,Wardah Hydra Rose Gel-to-Foam Cleanser,WARDAH,"('hydrating', 'moisturizing')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1645420439.webp
"Normal, Combination","('dry and dehydrated skin', 'pigmentation')",Moisturizer,wardah C-Defense Mousse Moisturizer,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-2-1615956855.jpg
"Normal, Combination","('dry and dehydrated skin', 'pigmentation')",Face Wash,Wardah C-Defense Energizing Whip Foam,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1615956100.png
"Normal, Combination","('dry and dehydrated skin', 'pigmentation')",Serum,Wardah C-Defense Serum,WARDAH,"('moisturizing', 'brightening', 'black-spot')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572511834.png
"Normal, Combination","('dry and dehydrated skin',)",Face Wash,Wardah C-Defense Energizing Creamy Wash,WARDAH,"('moisturizing',)",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1615953407.png
"Normal, Combination","('dry and dehydrated skin',)",Toner,Wardah C-Defense Face Mist,WARDAH,"('moisturizing',)",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572511818.png
"Normal, Dry, Oily, Combination","('dry and dehydrated skin', 'pigmentation')",Moisturizer,Wardah Perfect Bright Tone Up Cream,WARDAH,"('moisturizing', 'brightening')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572513798.png
"Normal, Oily","('sun damage', 'pigmentation')",Moisturizer,Wardah Perfect Bright Moisturizer SPF 28,WARDAH,"('brightening', 'uv-protection')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/slides-1572513056.png
"Normal, Oily","('pigmentation', 'enlarged pores')",Face Wash,Wardah Perfect Bright Creamy Foam Brightening + Oil Control,WARDAH,"('pore-care', 'brightening')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1615957281.png
"Normal, Oily","('pigmentation', 'enlarged pores')",Face Wash,Wardah Perfect Bright Creamy Foam Brightening + Smoothing,WARDAH,"('pore-care', 'brightening')",https://wardah-mainsite.s3-ap-southeast-1.amazonaws.com/medias/products/variant-1615957493.png
"Dry, Sensitive","('dry and dehydrated skin', 'redness')",Face Wash,WARDAH Nature Daily Aloe Hydramild Facial Wash 100 ml,WARDAH,"('soothing', 'moisturizing')",https://www.beautyhaul.com/assets/uploads/products/thumbs/800x800/WARDAH_-_Nature_Daily_Aloe_Hydramild_Facial_Wash_100_ml.jpg
